App,Class,B,CBO,CLOC,COM_RAT,Command,Cons,CSA,CSO,CSOA,Cyclic,D,Dcy,Dcy1,DIT,Dpt,Dpt1,E,Inner,Inner1,Jf,JLOC,Jm,JTA,JTM,LCOM,Level,Level1,LOC,MPC,N,n,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,PDcy,PDpt,Query,RFC,STAT,SUB,TCOM_RAT,TODO,V,WMC
android-client,com.mifos.api.datamanager.DataManagerGroups,0,23,110,0.5392,0,1,3,25,28,24,53,13,296,1,10,204,53025,0,0,0,110,0.9231,0,0,1,4,28,204,36,176,50,3,0,94,12,0,11,0,0,2.14,5,1.23,3.36,8,8,10,12,35,47,0,1.1702,0,993,30
android-client,com.mifos.api.datamanager.DataManagerLoan,0,28,131,0.5504,0,1,2,28,30,24,50,16,296,1,12,204,51935,0,0,0,131,0.6875,0,0,1,4,28,238,40,182,49,2,0,107,15,0,11,0,0,1.47,4,1.12,2,7,9,12,15,38,38,0,1.2243,0,1021,28
android-client,com.mifos.api.datamanager.DataManagerNote,0,6,8,0.3636,0,1,2,14,16,24,4,4,296,1,2,204,287,0,0,0,8,0.5,0,0,1,4,28,22,2,19,13,2,0,14,1,0,11,0,0,1,1,2,1.5,2,4,2,1,4,3,0,0.5714,0,70,2
android-client,com.mifos.api.datamanager.DataManagerOffices,0,8,10,0.2564,0,1,2,14,16,24,13,5,296,1,3,204,2543,0,0,0,10,0,0,0,1,4,28,39,8,41,23,2,0,29,1,0,11,0,0,2,4,1,4,9,5,3,1,9,12,0,0.3448,0,185,6
android-client,com.mifos.api.datamanager.DataManagerRunReport,0,9,3,0.0638,0,1,1,20,21,24,16,5,296,1,4,204,5224,0,0,0,3,0,0,0,1,4,28,47,14,68,25,1,0,44,7,0,11,0,0,1,1,2.25,1,1,5,4,7,16,8,0,0.0682,0,315,8
android-client,com.mifos.api.datamanager.DataManagerSavings,0,25,115,0.4832,0,1,2,29,31,24,52,14,296,1,11,204,58167,0,0,0,115,0.5294,0,0,1,4,28,238,41,192,54,2,0,123,16,0,11,0,0,1.47,4,1.76,2,7,10,11,16,40,38,0,0.935,0,1104,28
android-client,com.mifos.api.datamanager.DataManagerSearch,0,6,3,0.2,0,1,1,14,15,24,4,3,296,1,3,204,240,0,0,0,3,0,0,0,1,4,28,15,2,16,12,1,0,12,1,0,11,0,0,1,1,2,1,1,3,3,1,4,2,0,0.25,0,57,2
android-client,com.mifos.api.datamanager.DataManagerStaff,0,7,10,0.2564,0,1,2,14,16,24,14,5,296,1,2,204,3039,0,0,0,10,0.5,0,0,1,4,28,39,8,44,25,2,0,29,1,0,11,0,0,2,4,1.5,4,9,5,2,1,9,12,0,0.3448,0,204,6
android-client,com.mifos.api.datamanager.DataManagerSurveys,0,12,56,0.5385,0,1,2,22,24,24,21,8,296,1,4,204,8875,0,0,0,56,0.8,0,0,1,4,28,104,15,80,34,2,0,48,9,0,11,0,0,1.3,4,1.2,1.8,8,5,4,9,23,18,0,1.1667,0,406,13
android-client,com.mifos.api.local.MifosBaseModel,0,53,3,0.3333,0,0,1,31,32,0,0,0,0,2,53,372,0,0,1,1,3,0,0,0,0,1,1,9,1,8,7,0,1,6,0,53,22,1,0,1,1,0,1,1,0,12,1,3,1,53,0.5,0,22,1
android-client,com.mifos.api.local.MifosDatabase,0,55,5,0.5,0,0,2,12,14,0,2,0,0,1,55,368,116,0,0,0,3,1,0,0,0,1,1,10,0,14,10,2,0,5,0,0,11,0,0,,,0,,,0,13,0,0,0,0,1,0,46,0
android-client,com.mifos.api.local.database.MigrationVersion2,0,0,3,0.6,0,0,0,12,12,0,8,0,0,1,0,0,2275,3,0,1,3,1,0,0,0,1,1,5,7,62,18,0,0,2,0,0,11,0,0,,,0,,,0,0,0,0,0,0,1.5,0,258,0
android-client,com.mifos.api.local.database.MigrationVersion2.Migration1,0,2,0,0,1,1,6,30,36,0,4,2,5,3,0,0,215,0,1,1,0,0,0,0,1,4,4,10,2,15,12,0,6,10,0,0,20,1,0,1,1,0.5,1,1,2,0,0,4,2,0,0,0,53,2
android-client,com.mifos.api.local.database.MigrationVersion2.Migration2,0,2,0,0,1,1,6,30,36,0,4,2,8,3,0,0,215,0,1,1,0,0,0,0,1,5,5,10,2,15,12,0,6,10,0,0,20,1,0,1,1,0.5,1,1,2,0,0,4,2,0,0,0,53,2
android-client,com.mifos.api.local.database.MigrationVersion2.Migration3,0,2,0,0,1,1,6,30,36,0,6,2,6,3,0,0,762,0,1,1,0,0,0,0,1,4,4,15,7,30,17,0,6,15,0,0,20,1,0,1,1,0.5,3.5,6,2,0,0,4,7,0,0,0,122,2
android-client,com.mifos.api.local.databasehelper.DatabaseHelperCenter,0,12,41,0.244,0,1,0,22,22,0,39,10,25,1,2,205,42565,0,0,1,40,0.6,0,0,9,6,6,168,60,181,61,0,0,127,9,0,11,0,0,1.26,4,0.8,2.47,14,7,2,9,13,47,0,0.3228,1,1073,24
android-client,com.mifos.api.local.databasehelper.DatabaseHelperCharge,0,5,20,0.3125,0,1,0,15,15,0,41,3,8,1,2,205,21284,0,0,1,18,0.6667,0,0,2,4,4,64,33,92,46,0,0,44,2,0,11,0,0,1.4,2,1,3.2,9,1,2,2,5,16,0,0.5238,0,508,7
android-client,com.mifos.api.local.databasehelper.DatabaseHelperClient,2,23,70,0.1823,0,1,5,25,30,0,128,20,34,1,3,205,474712,0,0,0,67,0.7692,0,0,9,6,6,384,209,513,149,5,0,314,12,0,11,0,0,1.75,11,0.85,4.64,31,8,2,12,20,130,0,0.2308,1,3703,49
android-client,com.mifos.api.local.databasehelper.DatabaseHelperDataTable,0,2,3,0.3333,0,1,0,13,13,0,0,0,0,1,2,205,0,0,0,1,3,0,0,0,0,1,1,9,0,3,2,0,0,6,0,0,11,0,0,1,1,0,0,0,0,2,0,1,0,0,0.5,0,3,1
android-client,com.mifos.api.local.databasehelper.DatabaseHelperGroups,0,10,43,0.25,0,1,0,22,22,0,57,8,20,1,2,205,63965,0,0,1,43,0.6,0,0,9,6,6,172,74,195,54,0,0,129,9,0,11,0,0,1.21,3,0.8,2.37,10,6,2,9,11,45,0,0.3333,0,1122,23
android-client,com.mifos.api.local.databasehelper.DatabaseHelperLoan,0,10,83,0.3502,0,1,0,23,23,0,74,8,28,1,2,205,96947,0,0,1,76,0.9091,0,0,10,5,5,237,92,224,57,0,0,154,10,0,11,0,0,1.14,2,0.91,2.24,9,3,2,10,12,47,0,0.6122,0,1306,24
android-client,com.mifos.api.local.databasehelper.DatabaseHelperNote,0,2,3,0.3333,0,1,0,13,13,0,0,0,0,1,2,205,0,0,0,1,3,0,0,0,0,1,1,9,0,3,2,0,0,6,0,0,11,0,0,1,1,0,0,0,0,2,0,1,0,0,0.5,0,3,1
android-client,com.mifos.api.local.databasehelper.DatabaseHelperOffices,0,4,3,0.0698,0,1,0,15,15,0,51,2,4,1,2,205,23592,0,0,1,3,0,0,0,2,4,4,43,32,85,43,0,0,40,2,0,11,0,0,1.4,2,0.33,3.4,10,1,2,2,5,17,0,0.075,0,461,7
android-client,com.mifos.api.local.databasehelper.DatabaseHelperSavings,0,10,78,0.312,0,1,0,22,22,0,77,8,23,1,2,205,104611,0,0,1,77,0.9,0,0,9,5,5,250,90,230,60,0,0,172,9,0,11,0,0,1.14,2,1.1,2.23,10,3,2,9,11,49,0,0.462,0,1358,25
android-client,com.mifos.api.local.databasehelper.DatabaseHelperStaff,0,3,3,0.0938,0,1,0,15,15,0,9,1,3,1,2,205,1525,0,0,1,3,0,0,0,2,3,3,32,9,34,23,0,0,29,2,0,11,0,0,1.2,2,0.67,1.4,4,1,2,2,5,7,0,0.1034,0,153,6
android-client,com.mifos.api.local.databasehelper.DatabaseHelperSurveys,0,5,39,0.3451,0,1,0,19,19,0,19,3,6,1,2,205,8085,0,0,1,36,0.8571,0,0,6,5,5,113,32,92,23,0,0,74,6,0,11,0,0,1,1,1,1.54,4,1,2,6,8,20,0,0.5915,0,416,13
android-client,com.mifos.api.model.APIEndPoint,0,19,4,0.1379,0,0,23,12,35,0,2,0,0,1,19,246,956,0,0,0,3,1,0,0,0,1,1,29,0,94,25,23,0,25,0,0,11,0,0,,,0,,,0,3,0,0,0,0,0.16,0,436,0
android-client,com.mifos.api.model.BulkRepaymentTransactions,0,10,1,0.0095,9,3,9,36,45,0,34,0,0,1,10,213,34468,0,1,0,0,0,0,0,2,1,1,105,18,183,44,9,0,104,18,0,10,1,0,1,1,0.59,1.58,8,0,6,10,33,38,0,0.0096,0,999,24
android-client,com.mifos.api.model.Changes,0,1,0,0,0,0,2,13,15,0,0,0,0,1,1,213,0,0,0,0,0,0,0,0,0,1,1,8,1,9,6,2,0,8,0,0,10,1,0,1,1,0,1,1,0,1,1,3,1,0,0,0,23,1
android-client,com.mifos.api.model.ClientsAttendance,0,2,0,0,3,3,3,24,27,0,17,0,0,1,2,207,6338,0,1,0,0,0,0,0,2,1,1,50,5,79,24,3,0,50,6,0,10,1,0,1,1,0.7,1.17,2,0,2,4,14,14,0,0,0,362,12
android-client,com.mifos.api.model.CollectionSheetPayload,0,6,0,0,0,0,8,22,30,0,0,2,2,2,4,206,0,0,0,0,0,0,0,0,0,2,2,10,1,13,8,4,4,10,0,0,18,1,0,1,1,0,1,1,1,3,1,3,1,0,0,0,39,1
android-client,com.mifos.api.model.DefaultPayload,0,0,3,0.2308,2,0,2,14,16,0,2,0,0,1,0,0,138,0,0,0,3,0,0,0,2,1,1,13,0,16,11,2,0,10,2,0,11,0,0,1,1,1,1,1,0,0,0,2,2,0,0.3,0,55,2
android-client,com.mifos.api.model.IndividualCollectionSheetPayload,0,8,5,0.0562,6,2,8,29,37,0,22,1,1,1,7,207,16118,0,1,0,3,0,0,0,2,2,2,89,15,140,37,8,0,84,12,0,10,1,0,1,1,0.53,1.65,7,1,4,7,21,28,0,0.0595,2,729,17
android-client,com.mifos.api.model.Payload,0,5,1,0.025,4,0,4,21,25,0,5,0,0,1,5,207,1478,0,0,0,0,0,0,0,4,1,1,40,0,58,24,4,0,39,8,1,10,1,0,1,1,0.44,1,1,0,4,5,9,9,1,0.0256,0,265,9
android-client,com.mifos.api.model.RequestCollectionSheetPayload,0,4,3,0.1071,3,0,5,18,23,0,4,0,0,1,4,206,733,0,0,0,3,0,0,0,3,1,1,28,0,39,15,5,0,25,6,0,11,0,0,1,1,0.5,1,1,0,3,3,6,6,0,0.12,0,152,6
android-client,com.mifos.api.model.ScorecardPayload,0,1,3,0.0909,4,0,4,20,24,0,5,1,1,1,0,0,902,0,0,0,3,0,0,0,4,2,2,33,0,44,15,4,0,30,8,0,11,0,0,1,1,0.5,1,1,1,0,4,8,8,0,0.1,0,171,8
android-client,com.mifos.api.services.AuthService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.api.services.CenterService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
android-client,com.mifos.api.services.ChargeService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
android-client,com.mifos.api.services.ClientAccountsService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.api.services.ClientService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
android-client,com.mifos.api.services.CollectionSheetService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
android-client,com.mifos.api.services.DataTableService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
android-client,com.mifos.api.services.DocumentService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
android-client,com.mifos.api.services.GroupService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
android-client,com.mifos.api.services.LoanService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
android-client,com.mifos.api.services.NoteService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.api.services.OfficeService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.api.services.RunReportsService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
android-client,com.mifos.api.services.SavingsAccountService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
android-client,com.mifos.api.services.SearchService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.api.services.StaffService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
android-client,com.mifos.api.services.SurveyService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
android-client,com.mifos.exceptions.InvalidTextInputException,0,3,0,0,1,1,4,38,42,0,8,0,0,3,3,103,1273,0,1,0,0,0,0,0,1,1,1,19,3,34,22,4,0,19,1,0,22,1,0,1,1,1.33,1.67,3,0,3,1,5,5,0,0,0,151,3
android-client,com.mifos.exceptions.RequiredFieldException,0,9,3,0.1667,1,1,2,38,40,0,6,0,0,3,9,103,630,0,1,0,3,0,0,0,1,1,1,18,3,24,17,2,0,15,1,0,22,1,0,1,1,1,1.33,2,0,9,1,5,4,0,0.2,0,98,3
android-client,com.mifos.exceptions.ShortOfLengthException,0,2,0,0,1,1,2,38,40,0,8,0,0,3,2,103,1034,0,1,0,0,0,0,0,1,1,1,17,4,29,21,2,0,17,1,0,22,1,0,1,1,1,1.67,3,0,2,1,6,5,0,0,0,127,3
android-client,com.mifos.mifosxdroid.ClientListActivity,0,6,0,0,1,0,19,686,705,0,5,5,657,10,1,1,285,0,17,1,0,0,0,0,1,6,118,8,4,15,14,0,19,8,0,0,514,1,0,1,1,1,4,4,2,1,0,5,4,0,0,0,57,1
android-client,com.mifos.mifosxdroid.GroupListActivity,0,6,0,0,1,0,19,686,705,0,5,5,657,10,1,1,285,0,17,1,0,0,0,0,1,6,118,8,5,15,14,0,19,8,0,0,514,1,0,1,1,1,4,4,2,1,0,6,4,0,0,0,57,1
android-client,com.mifos.mifosxdroid.SettingsActivity,0,6,3,0.2308,1,0,19,686,705,88,6,5,656,10,1,102,442,0,17,1,3,0,0,0,1,5,117,13,7,17,16,0,19,10,0,0,514,1,0,1,1,1,4,4,2,1,0,8,4,0,0.3,0,68,1
android-client,com.mifos.mifosxdroid.SettingsFragment,0,6,3,0.0833,1,0,1,143,144,88,15,5,656,3,1,102,4005,0,3,0,3,0,0,0,2,5,117,36,15,49,37,1,0,33,1,0,132,1,0,1.33,2,0.5,5,8,2,1,1,10,15,0,0.0909,0,255,4
android-client,com.mifos.mifosxdroid.SplashScreenActivity,0,7,3,0.1429,1,0,19,686,705,88,10,7,656,10,2,102,1522,0,17,1,3,0,0,0,1,5,117,21,8,32,26,0,19,18,0,0,514,1,0,2,2,1,9,9,5,2,0,9,9,0,0.1667,0,150,2
android-client,com.mifos.mifosxdroid.activity.pathtracking.PathTrackingActivity,1,23,21,0.101,14,0,29,711,740,88,93,21,656,10,3,102,230937,0,21,0,18,0.1667,0,0,3,5,117,208,96,339,153,10,19,187,12,0,505,6,0,1.47,5,0.72,4.05,14,6,3,4,86,77,0,0.1123,0,2460,28
android-client,com.mifos.mifosxdroid.activity.pathtracking.PathTrackingMvpView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
android-client,com.mifos.mifosxdroid.activity.pathtracking.PathTrackingPresenter,0,6,3,0.0625,3,1,3,23,26,0,24,5,302,2,1,103,8314,0,1,0,3,0,0,0,2,5,29,48,24,65,38,2,1,45,1,0,15,2,0,1.14,2,0.75,2,5,4,1,0,19,14,0,0.0667,0,341,8
android-client,com.mifos.mifosxdroid.activity.pathtracking.PathTrackingService,1,13,7,0.0419,14,0,16,283,299,24,99,12,296,4,2,204,208511,0,5,0,7,0.0588,0,0,3,4,28,167,82,292,142,16,0,160,14,0,148,3,0,1.19,2,0.59,2.95,10,6,2,3,83,62,0,0.0438,0,2087,25
android-client,com.mifos.mifosxdroid.activity.pinpointclient.PinPointClientMvpView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
android-client,com.mifos.mifosxdroid.activity.pinpointclient.PinPointClientPresenter,0,10,3,0.0246,6,1,3,26,29,0,40,9,302,2,1,103,45964,0,1,0,3,0,0,0,2,5,29,122,80,192,59,2,1,119,4,0,15,2,0,1.05,2,1.43,1.89,5,5,1,0,26,36,0,0.0252,0,1129,20
android-client,com.mifos.mifosxdroid.activity.pinpointclient.PinpointClientActivity,1,20,19,0.0815,16,0,32,715,747,88,98,19,656,10,2,102,261985,0,21,0,13,0.1111,0,0,3,5,117,233,91,367,155,13,19,214,12,0,504,6,0,1.74,5,1,4.26,12,7,2,2,82,81,0,0.0888,0,2670,33
android-client,com.mifos.mifosxdroid.adapters.CenterAdapter,0,5,0,0,0,1,2,45,47,0,22,5,10,2,0,0,9595,1,3,0,0,0,0,0,2,4,4,36,1,80,43,2,0,36,4,0,25,0,0,1.4,3,1.4,3.2,11,2,0,4,16,16,0,0,0,434,7
android-client,com.mifos.mifosxdroid.adapters.CenterAdapter.ViewHolder,0,3,0,0,0,1,2,13,15,0,2,2,2,1,1,1,67,0,0,0,0,0,0,0,0,2,2,9,1,9,8,2,0,9,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,26,1
android-client,com.mifos.mifosxdroid.adapters.CentersListAdapter,0,9,4,0.0597,3,1,5,56,61,0,41,8,31,3,1,103,45155,1,0,0,3,0,0,0,3,6,6,67,2,167,88,2,3,63,6,0,41,1,0,1.62,1,1,3.25,1,4,1,4,36,26,0,0.0635,0,1078,13
android-client,com.mifos.mifosxdroid.adapters.CentersListAdapter.ViewHolder,0,4,0,0,0,1,28,54,82,0,4,3,4,2,1,104,389,0,0,0,0,0,0,0,0,3,3,26,2,21,19,10,18,26,0,0,50,0,0,1,1,1,2,2,1,1,0,3,2,0,0,0,89,1
android-client,com.mifos.mifosxdroid.adapters.ChargeNameListAdapter,0,6,3,0.0652,1,1,6,48,54,0,25,4,11,2,2,103,14501,1,0,0,3,0,0,0,3,4,4,46,2,100,51,4,2,43,4,0,36,1,0,1.17,1,1.5,2.67,1,2,2,4,20,16,0,0.0698,0,567,7
android-client,com.mifos.mifosxdroid.adapters.ChargeNameListAdapter.ViewHolder,0,3,0,0,0,1,22,54,76,0,4,2,2,2,1,104,266,0,0,0,0,0,0,0,0,2,2,14,2,15,13,4,18,14,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,55,1
android-client,com.mifos.mifosxdroid.adapters.ClientNameListAdapter,0,9,6,0.0896,4,1,5,57,62,0,36,8,303,3,1,103,29804,1,0,0,3,0,0,0,4,6,30,67,2,131,72,2,3,61,7,0,41,1,0,1.56,1,1,2.67,1,4,1,4,31,24,0,0.0984,0,808,14
android-client,com.mifos.mifosxdroid.adapters.ClientNameListAdapter.ViewHolder,0,3,0,0,0,1,23,54,77,0,4,2,2,2,1,104,284,0,0,0,0,0,0,0,0,2,2,16,2,16,14,5,18,16,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,60,1
android-client,com.mifos.mifosxdroid.adapters.ClientReportAdapter,0,5,3,0.1,2,1,3,47,50,0,19,4,5,2,1,103,6974,1,0,0,3,0,0,0,2,3,3,30,2,68,39,1,2,27,4,0,37,0,0,1.2,1,1,1.6,1,2,1,2,15,8,0,0.1111,0,359,6
android-client,com.mifos.mifosxdroid.adapters.ClientReportAdapter.ViewHolder,0,3,0,0,0,1,21,54,75,0,4,2,2,2,1,104,196,0,0,0,0,0,0,0,0,2,2,12,2,13,11,3,18,12,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,44,1
android-client,com.mifos.mifosxdroid.adapters.CollectionListAdapter,0,9,5,0.0481,0,1,4,60,64,1,46,8,12,2,2,104,63887,2,2,0,3,0,0,0,5,3,7,104,1,221,73,4,0,99,10,0,25,0,0,1.73,1,1.82,4.09,1,2,2,10,35,45,0,0.0505,1,1367,19
android-client,com.mifos.mifosxdroid.adapters.CollectionListAdapter.ClientReusableViewHolder,0,3,0,0,0,1,4,13,17,0,2,2,2,1,1,105,91,0,0,0,0,0,0,0,0,2,2,13,1,11,10,4,0,13,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,36,1
android-client,com.mifos.mifosxdroid.adapters.CollectionListAdapter.MifosGroupReusableViewHolder,0,3,0,0,0,1,2,13,15,0,2,2,2,1,1,105,67,0,0,0,0,0,0,0,0,2,2,9,1,9,8,2,0,9,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,26,1
android-client,com.mifos.mifosxdroid.adapters.CollectionSheetLoanAccountListAdapter,0,5,7,0.1,0,1,6,45,51,1,38,5,12,2,1,104,33233,1,3,0,3,0,0,0,2,3,7,70,1,144,65,6,0,63,4,0,25,0,0,1.25,2,1.8,2.75,5,2,1,4,21,22,0,0.1864,1,867,10
android-client,com.mifos.mifosxdroid.adapters.CollectionSheetLoanAccountListAdapter.ReusableViewHolder,0,3,0,0,0,1,3,13,16,0,2,2,2,1,1,105,79,0,0,0,0,0,0,0,0,2,2,11,1,10,9,3,0,11,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,31,1
android-client,com.mifos.mifosxdroid.adapters.DataTableAdapter,0,5,3,0.0833,2,1,3,49,52,0,16,4,9,2,1,103,5555,1,0,0,3,0,0,0,3,5,5,36,2,64,35,1,2,33,5,0,36,1,0,1,1,1,1.43,1,2,1,4,17,10,0,0.0909,0,328,7
android-client,com.mifos.mifosxdroid.adapters.DataTableAdapter.ViewHolder,0,3,0,0,0,1,19,54,73,0,6,2,2,2,1,104,239,0,0,0,0,0,0,0,0,2,2,8,2,12,10,1,18,8,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,39,1
android-client,com.mifos.mifosxdroid.adapters.DocumentListAdapter,0,5,7,0.1458,2,1,3,49,52,0,21,4,5,2,1,103,10974,1,0,0,3,0,0,0,3,3,3,48,2,91,49,1,2,41,5,0,36,1,0,1.29,1,1,2.14,1,2,1,4,19,15,0,0.1707,1,510,9
android-client,com.mifos.mifosxdroid.adapters.DocumentListAdapter.ViewHolder,0,3,0,0,0,1,21,54,75,0,5,2,2,2,1,104,250,0,0,0,0,0,0,0,0,2,2,12,2,14,12,3,18,12,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,50,1
android-client,com.mifos.mifosxdroid.adapters.FragmentAdapter,0,0,3,0.1667,0,1,6,48,54,0,7,0,0,3,0,0,656,0,0,0,3,0,0,0,1,1,1,18,3,23,14,1,5,15,2,0,39,0,0,1,1,1,1.33,2,0,0,2,6,4,0,0.2,0,87,3
android-client,com.mifos.mifosxdroid.adapters.GroupListAdapter,0,8,8,0.1404,0,1,3,45,48,0,30,7,12,2,1,103,19674,1,3,0,8,0,0,0,2,4,4,57,1,113,55,3,0,49,4,0,25,0,0,1.4,3,1.4,4.2,15,3,1,4,23,21,0,0.1633,0,653,7
android-client,com.mifos.mifosxdroid.adapters.GroupListAdapter.ReusableGroupViewHolder,0,3,0,0,0,1,4,13,17,0,2,2,2,1,1,104,91,0,0,0,0,0,0,0,0,2,2,13,1,11,10,4,0,13,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,36,1
android-client,com.mifos.mifosxdroid.adapters.GroupNameListAdapter,0,7,1,0.0208,3,1,5,56,61,0,26,6,12,3,1,103,15992,1,0,0,0,0,0,0,3,4,4,48,2,102,57,2,3,47,6,0,41,1,0,1.38,1,1,2.12,1,3,1,4,25,17,0,0.0213,0,594,11
android-client,com.mifos.mifosxdroid.adapters.GroupNameListAdapter.ViewHolder,0,3,0,0,0,1,22,54,76,0,4,2,2,2,1,104,266,0,0,0,0,0,0,0,0,2,2,14,2,15,13,4,18,14,0,0,50,0,0,1,1,1,2,2,0,1,0,3,2,0,0,0,55,1
android-client,com.mifos.mifosxdroid.adapters.IdentifierListAdapter,0,7,3,0.0769,3,1,4,49,53,1,23,6,7,2,2,104,12656,2,0,0,3,0,0,0,4,2,3,39,5,94,52,2,2,36,5,0,36,1,0,1,1,1,1.71,1,2,2,3,21,12,0,0.0833,0,535,7
android-client,com.mifos.mifosxdroid.adapters.IdentifierListAdapter.IdentifierOptionsListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.mifosxdroid.adapters.IdentifierListAdapter.ViewHolder,0,4,0,0,1,1,22,56,78,1,6,4,7,2,1,104,700,0,1,0,0,0,0,0,1,2,3,19,5,24,20,4,18,19,1,0,50,0,0,1,1,1,2,3,1,1,0,7,4,0,0,0,103,2
android-client,com.mifos.mifosxdroid.adapters.IndividualCollectionSheetDetailsAdapter,0,12,5,0.061,5,1,8,52,60,1,38,11,304,2,2,104,44338,2,0,0,3,0,0,0,5,2,3,82,5,178,86,6,2,77,8,0,36,1,0,1.4,1,1.3,2.5,1,6,2,4,33,25,0,0.0649,0,1143,14
android-client,com.mifos.mifosxdroid.adapters.IndividualCollectionSheetDetailsAdapter.ListAdapterListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-client,com.mifos.mifosxdroid.adapters.IndividualCollectionSheetDetailsAdapter.ViewHolder,0,4,0,0,1,1,25,56,81,1,8,4,304,2,1,104,1082,0,1,0,0,0,0,0,1,2,3,25,5,28,22,7,18,25,1,0,50,0,0,1,1,1,2.5,3,1,1,0,7,5,0,0,0,124,2
android-client,com.mifos.mifosxdroid.adapters.LoanAccountsListAdapter,0,8,4,0.0678,0,1,3,45,48,0,45,6,10,2,2,103,38436,1,3,0,3,0,0,0,2,4,4,59,1,146,56,3,0,55,4,0,25,0,0,2,6,1.4,5,19,2,2,4,23,25,0,0.0727,1,847,10
android-client,com.mifos.mifosxdroid.adapters.LoanAccountsListAdapter.ReusableViewHolder,0,3,0,0,0,1,3,13,16,0,2,2,2,1,1,104,79,0,0,0,0,0,0,0,0,2,2,11,1,10,9,3,0,11,0,0,11,0,0,1,1,1,1,1,0,1,0,2,1,0,0,0,31,1
android-client,com.mifos.mifosxdroid.adapters.LoanListAdapter,0,5,0,0,0,1,2,45,47,0,23,5,9,2,0,0,16168,1,3,0,0,0,0,0,2,2,6,49,0,120,58,2,0,49,4,0,25,0,0,1.2,2,1.4,5,20,2,0,4,15,25,0,0,0,702,6
android-client,com.mifos.mifosxdroid.adapters.LoanListAdapter.ViewHolder,0,1,0,0,0,0,11,12,23,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,13,0,3,3,11,0,13,0,0,11,0,0,,,0,,,0,1,0,0,0,0,0,0,4,0
android-client,com.mifos.mifosxdroid.adapters.LoanRepaymentScheduleAdapter,0,7,3,0.0545,0,1,3,45,48,0,45,6,7,2,1,103,34384,1,3,0,3,0,0,0,3,3,3,55,1,130,55,3,0,52,4,0,25,0,0,1.6,4,1.4,4.2,15,3,1,4,22,21,0,0.0577,0,751,8
